name,value,date
SQL,2.38,2002_10_29
SQL,2.52,2002_11_31
SQL,2.56,2003_00_31
SQL,2.51,2003_01_28
SQL,2.56,2003_02_31
SQL,2.65,2003_03_30
SQL,3.12,2003_04_30
SQL,3.04,2003_05_30
SQL,2.99,2003_06_31
SQL,3.24,2003_07_31
SQL,3.72,2003_08_30
SQL,3.70,2003_09_31
SQL,2.93,2003_10_30
SQL,3.10,2003_11_31
SQL,3.51,2004_00_31
SQL,3.10,2004_01_29
SQL,2.97,2004_02_31
SQL,2.44,2004_03_30
SQL,2.36,2018_01_08
SQL,2.69,2018_02_07
SQL,2.65,2018_03_01
SQL,1.99,2018_04_06
SQL,2.34,2018_05_10
SQL,2.33,2018_06_07
SQL,2.32,2018_07_01
SQL,2.06,2018_08_03
SQL,2.04,2018_09_05
SQL,1.84,2018_10_08
SQL,2.18,2018_11_02
SQL,2.28,2019_00_04
SQL,1.90,2019_01_06
SQL,1.93,2019_02_02
SQL,2.27,2019_03_07
SQL,2.56,2019_04_04
SQL,2.22,2019_05_09
SQL,1.98,2019_06_06
SQL,1.63,2019_07_05
SQL,1.94,2019_08_09
SQL,1.93,2019_09_05
SQL,1.69,2019_10_03
SQL,1.84,2019_11_06
SQL,1.50,2020_00_05
SQL,1.53,2020_01_04
SQL,1.83,2020_02_04
SQL,2.17,2020_03_02
SQL,2.09,2020_04_02
SQL,1.73,2020_05_01
SQL,1.40,2020_06_04
SQL,1.46,2020_07_02
SQL,1.76,2020_08_06
SQL,1.57,2020_09_04
